Date,Adj Close,Close,High,Low,Open,Volume,Company,Ticker
2023-01-02,10.020773887634277,10.942000389099121,10.996000289916992,10.640000343322754,10.640000343322754,5904673,Deutsche Bank AG,DBK.DE
2023-01-03,10.176462173461914,11.112000465393066,11.137999534606934,10.869999885559082,10.899999618530273,8306776,Deutsche Bank AG,DBK.DE
2023-01-04,10.71312427520752,11.697999954223633,11.739999771118164,11.100000381469727,11.109999656677246,14036108,Deutsche Bank AG,DBK.DE
2023-01-05,10.526300430297852,11.494000434875488,11.710000038146973,11.423999786376953,11.706000328063965,10433214,Deutsche Bank AG,DBK.DE
2023-01-06,10.619712829589844,11.595999717712402,11.62399959564209,11.362000465393066,11.498000144958496,9616404,Deutsche Bank AG,DBK.DE
2023-01-09,10.727777481079102,11.71399974822998,11.763999938964844,11.588000297546387,11.60200023651123,8536936,Deutsche Bank AG,DBK.DE
2023-01-10,10.674660682678223,11.656000137329102,11.708000183105469,11.541999816894531,11.633999824523926,6334552,Deutsche Bank AG,DBK.DE
2023-01-11,10.71312427520752,11.697999954223633,11.812000274658203,11.609999656677246,11.723999977111816,7080438,Deutsche Bank AG,DBK.DE
2023-01-12,10.766241073608398,11.755999565124512,11.878000259399414,11.70199966430664,11.760000228881836,7619292,Deutsche Bank AG,DBK.DE
2023-01-13,10.705798149108887,11.6899995803833,11.82800006866455,11.513999938964844,11.800000190734863,9428713,Deutsche Bank AG,DBK.DE
2023-01-16,10.808368682861328,11.802000045776367,11.906000137329102,11.75,11.765999794006348,6139378,Deutsche Bank AG,DBK.DE
2023-01-17,10.9329195022583,11.937999725341797,12.055999755859375,11.784000396728516,11.802000045776367,9266647,Deutsche Bank AG,DBK.DE
2023-01-18,10.98603630065918,11.996000289916992,12.02400016784668,11.883999824523926,11.899999618530273,8855482,Deutsche Bank AG,DBK.DE
2023-01-19,10.764410018920898,11.753999710083008,11.994000434875488,11.630000114440918,11.831999778747559,9530764,Deutsche Bank AG,DBK.DE
2023-01-20,10.973215103149414,11.982000350952148,12.086000442504883,11.831999778747559,11.84000015258789,8561500,Deutsche Bank AG,DBK.DE
2023-01-23,10.912771224975586,11.916000366210938,12.062000274658203,11.904000282287598,12.022000312805176,5341974,Deutsche Bank AG,DBK.DE
2023-01-24,10.967720031738281,11.97599983215332,12.022000312805176,11.843999862670898,11.946000099182129,5781917,Deutsche Bank AG,DBK.DE
2023-01-25,10.91093921661377,11.913999557495117,11.913999557495117,11.51200008392334,11.833999633789062,11874918,Deutsche Bank AG,DBK.DE
2023-01-26,11.11058521270752,12.131999969482422,12.140000343322754,11.916000366210938,11.979999542236328,9457563,Deutsche Bank AG,DBK.DE
2023-01-27,11.11058521270752,12.131999969482422,12.131999969482422,12.131999969482422,12.131999969482422,0,Deutsche Bank AG,DBK.DE
2023-01-30,11.244293212890625,12.277999877929688,12.362000465393066,12.178000450134277,12.314000129699707,6856758,Deutsche Bank AG,DBK.DE
2023-01-31,11.180188179016113,12.208000183105469,12.342000007629395,12.093999862670898,12.336000442504883,7382450,Deutsche Bank AG,DBK.DE
2023-02-01,11.218650817871094,12.25,12.345999717712402,12.118000030517578,12.234000205993652,8527714,Deutsche Bank AG,DBK.DE
2023-02-02,10.491499900817871,11.456000328063965,12.312000274658203,11.387999534606934,12.289999961853027,47541873,Deutsche Bank AG,DBK.DE
2023-02-03,10.559268951416016,11.529999732971191,11.59000015258789,11.314000129699707,11.522000312805176,15935309,Deutsche Bank AG,DBK.DE
2023-02-06,10.399918556213379,11.355999946594238,11.454000473022461,11.182000160217285,11.420000076293945,9137764,Deutsche Bank AG,DBK.DE
2023-02-07,10.559268951416016,11.529999732971191,11.529999732971191,11.303999900817871,11.406000137329102,6676906,Deutsche Bank AG,DBK.DE
2023-02-08,10.685651779174805,11.668000221252441,11.718000411987305,11.600000381469727,11.680000305175781,9447917,Deutsche Bank AG,DBK.DE
2023-02-09,10.714956283569336,11.699999809265137,11.815999984741211,11.673999786376953,11.720000267028809,6674936,Deutsche Bank AG,DBK.DE
2023-02-10,10.38343334197998,11.338000297546387,11.59000015258789,11.265999794006348,11.5600004196167,11291653,Deutsche Bank AG,DBK.DE
2023-02-13,10.412739753723145,11.369999885559082,11.423999786376953,11.293999671936035,11.300000190734863,5556598,Deutsche Bank AG,DBK.DE
2023-02-14,10.57941722869873,11.552000045776367,11.61400032043457,11.300000190734863,11.468000411987305,9340518,Deutsche Bank AG,DBK.DE
2023-02-15,10.449372291564941,11.40999984741211,11.567999839782715,11.394000053405762,11.454000473022461,7289623,Deutsche Bank AG,DBK.DE
2023-02-16,10.861485481262207,11.859999656677246,11.859999656677246,11.550000190734863,11.550000190734863,19965197,Deutsche Bank AG,DBK.DE
2023-02-17,10.879802703857422,11.880000114440918,12.064000129699707,11.767999649047852,11.781999588012695,12121921,Deutsche Bank AG,DBK.DE
2023-02-20,10.652681350708008,11.631999969482422,11.92199993133545,11.583999633789062,11.920000076293945,6743150,Deutsche Bank AG,DBK.DE
