Date,Adj Close,Close,High,Low,Open,Volume,Company,Ticker
2023-01-02,17.190000534057617,17.190000534057617,17.7450008392334,17.084999084472656,17.674999237060547,1297063,Siemens Energy AG,ENR.DE
2023-01-03,17.655000686645508,17.655000686645508,17.899999618530273,17.239999771118164,17.25,2180401,Siemens Energy AG,ENR.DE
2023-01-04,18.030000686645508,18.030000686645508,18.170000076293945,17.75,17.764999389648438,2245459,Siemens Energy AG,ENR.DE
2023-01-05,17.704999923706055,17.704999923706055,18.200000762939453,17.704999923706055,18.030000686645508,1724350,Siemens Energy AG,ENR.DE
2023-01-06,18.329999923706055,18.329999923706055,18.389999389648438,17.7450008392334,17.7450008392334,1586157,Siemens Energy AG,ENR.DE
2023-01-09,18.18000030517578,18.18000030517578,18.290000915527344,17.829999923706055,18.100000381469727,2406126,Siemens Energy AG,ENR.DE
2023-01-10,17.665000915527344,17.665000915527344,18.149999618530273,17.56999969482422,18.045000076293945,2243737,Siemens Energy AG,ENR.DE
2023-01-11,18.610000610351562,18.610000610351562,18.899999618530273,17.94499969482422,18.045000076293945,3866162,Siemens Energy AG,ENR.DE
2023-01-12,18.71500015258789,18.71500015258789,18.829999923706055,18.309999465942383,18.739999771118164,2729276,Siemens Energy AG,ENR.DE
2023-01-13,18.790000915527344,18.790000915527344,19.075000762939453,18.65999984741211,18.795000076293945,1759409,Siemens Energy AG,ENR.DE
2023-01-16,19.334999084472656,19.334999084472656,19.3799991607666,18.71500015258789,18.96500015258789,1898470,Siemens Energy AG,ENR.DE
2023-01-17,19.43000030517578,19.43000030517578,19.43000030517578,18.885000228881836,19.2450008392334,1860697,Siemens Energy AG,ENR.DE
2023-01-18,19.170000076293945,19.170000076293945,19.760000228881836,19.104999542236328,19.40999984741211,1834365,Siemens Energy AG,ENR.DE
2023-01-19,18.739999771118164,18.739999771118164,19.139999389648438,18.655000686645508,19.040000915527344,2543731,Siemens Energy AG,ENR.DE
2023-01-20,18.8799991607666,18.8799991607666,18.93000030517578,18.104999542236328,18.2549991607666,4025472,Siemens Energy AG,ENR.DE
2023-01-23,19.135000228881836,19.135000228881836,19.364999771118164,18.68000030517578,19.110000610351562,1757090,Siemens Energy AG,ENR.DE
2023-01-24,18.940000534057617,18.940000534057617,19.434999465942383,18.940000534057617,19.25,2129823,Siemens Energy AG,ENR.DE
2023-01-25,18.780000686645508,18.780000686645508,19.09000015258789,18.6299991607666,19.0,1898990,Siemens Energy AG,ENR.DE
2023-01-26,18.84000015258789,18.84000015258789,18.975000381469727,18.524999618530273,18.825000762939453,1821788,Siemens Energy AG,ENR.DE
2023-01-27,18.84000015258789,18.84000015258789,18.84000015258789,18.84000015258789,18.84000015258789,0,Siemens Energy AG,ENR.DE
2023-01-30,19.0049991607666,19.0049991607666,19.0049991607666,18.3700008392334,18.850000381469727,2783675,Siemens Energy AG,ENR.DE
2023-01-31,19.1200008392334,19.1200008392334,19.1200008392334,18.850000381469727,18.979999542236328,2359628,Siemens Energy AG,ENR.DE
2023-02-01,18.809999465942383,18.809999465942383,19.420000076293945,18.7549991607666,19.174999237060547,2103243,Siemens Energy AG,ENR.DE
2023-02-02,19.540000915527344,19.540000915527344,19.68000030517578,19.010000228881836,19.010000228881836,3076526,Siemens Energy AG,ENR.DE
2023-02-03,19.094999313354492,19.094999313354492,19.479999542236328,18.934999465942383,19.479999542236328,2337501,Siemens Energy AG,ENR.DE
2023-02-06,18.625,18.625,18.975000381469727,18.514999389648438,18.90999984741211,2390349,Siemens Energy AG,ENR.DE
2023-02-07,18.200000762939453,18.200000762939453,18.774999618530273,17.704999923706055,18.399999618530273,5586237,Siemens Energy AG,ENR.DE
2023-02-08,18.459999084472656,18.459999084472656,19.075000762939453,18.235000610351562,18.360000610351562,3004782,Siemens Energy AG,ENR.DE
2023-02-09,18.950000762939453,18.950000762939453,19.155000686645508,18.78499984741211,18.895000457763672,2355505,Siemens Energy AG,ENR.DE
2023-02-10,18.915000915527344,18.915000915527344,19.059999465942383,18.604999542236328,18.815000534057617,2579651,Siemens Energy AG,ENR.DE
2023-02-13,19.104999542236328,19.104999542236328,19.219999313354492,18.90999984741211,18.915000915527344,1287868,Siemens Energy AG,ENR.DE
2023-02-14,19.0,19.0,19.260000228881836,18.94499969482422,19.174999237060547,1897895,Siemens Energy AG,ENR.DE
2023-02-15,19.170000076293945,19.170000076293945,19.274999618530273,19.010000228881836,19.145000457763672,1572829,Siemens Energy AG,ENR.DE
2023-02-16,19.46500015258789,19.46500015258789,19.530000686645508,19.084999084472656,19.31999969482422,2089978,Siemens Energy AG,ENR.DE
2023-02-17,19.200000762939453,19.200000762939453,19.350000381469727,18.959999084472656,19.209999084472656,2034866,Siemens Energy AG,ENR.DE
2023-02-20,18.915000915527344,18.915000915527344,19.2549991607666,18.799999237060547,19.21500015258789,1073270,Siemens Energy AG,ENR.DE
2023-02-21,18.415000915527344,18.415000915527344,18.864999771118164,18.34000015258789,18.864999771118164,2045519,Siemens Energy AG,ENR.DE
2023-02-22,18.270000457763672,18.270000457763672,18.334999084472656,17.834999084472656,18.274999618530273,1820972,Siemens Energy AG,ENR.DE
2023-02-23,18.809999465942383,18.809999465942383,18.854999542236328,18.260000228881836,18.309999465942383,2256349,Siemens Energy AG,ENR.DE
2023-02-24,18.7450008392334,18.7450008392334,19.059999465942383,18.65999984741211,18.875,2594914,Siemens Energy AG,ENR.DE
2023-02-27,18.885000228881836,18.885000228881836,18.969999313354492,18.674999237060547,18.850000381469727,1348214,Siemens Energy AG,ENR.DE
2023-02-28,18.969999313354492,18.969999313354492,19.114999771118164,18.610000610351562,18.899999618530273,2407500,Siemens Energy AG,ENR.DE
2023-03-01,19.559999465942383,19.559999465942383,19.665000915527344,19.149999618530273,19.30500030517578,3120978,Siemens Energy AG,ENR.DE
2023-03-02,19.475000381469727,19.475000381469727,19.489999771118164,19.135000228881836,19.329999923706055,1725364,Siemens Energy AG,ENR.DE
2023-03-03,19.905000686645508,19.905000686645508,19.920000076293945,19.30500030517578,19.524999618530273,2423838,Siemens Energy AG,ENR.DE
2023-03-06,20.229999542236328,20.229999542236328,20.270000457763672,19.889999389648438,19.989999771118164,1937895,Siemens Energy AG,ENR.DE
2023-03-07,19.905000686645508,19.905000686645508,20.389999389648438,19.815000534057617,20.079999923706055,1952438,Siemens Energy AG,ENR.DE
2023-03-08,20.0,20.0,20.18000030517578,19.684999465942383,19.8700008392334,1480755,Siemens Energy AG,ENR.DE
