Date,Adj Close,Close,High,Low,Open,Volume,Company,Ticker
2023-01-02,119.83219146728516,129.82000732421875,130.5800018310547,129.33999633789062,129.83999633789062,837714,Siemens AG,SIE.DE
2023-01-03,120.86601257324219,130.94000244140625,132.6199951171875,130.44000244140625,131.05999755859375,1426478,Siemens AG,SIE.DE
2023-01-04,124.87210083007812,135.27999877929688,135.5399932861328,131.8000030517578,132.74000549316406,1523962,Siemens AG,SIE.DE
2023-01-05,124.4659652709961,134.83999633789062,136.25999450683594,133.97999572753906,134.9199981689453,1056652,Siemens AG,SIE.DE
2023-01-06,125.66595458984375,136.13999938964844,136.13999938964844,132.9199981689453,134.89999389648438,1263457,Siemens AG,SIE.DE
2023-01-09,127.69669342041016,138.33999633789062,138.66000366210938,136.44000244140625,136.89999389648438,1323198,Siemens AG,SIE.DE
2023-01-10,127.5120849609375,138.13999938964844,138.5399932861328,136.47999572753906,137.25999450683594,843410,Siemens AG,SIE.DE
2023-01-11,129.3766632080078,140.16000366210938,140.67999267578125,138.1999969482422,138.5,1164125,Siemens AG,SIE.DE
2023-01-12,131.13047790527344,142.05999755859375,142.82000732421875,139.77999877929688,140.0,1128810,Siemens AG,SIE.DE
2023-01-13,131.48126220703125,142.44000244140625,143.5399932861328,141.5399932861328,142.5399932861328,1278327,Siemens AG,SIE.DE
2023-01-16,131.3704833984375,142.32000732421875,143.1199951171875,141.6999969482422,142.75999450683594,796311,Siemens AG,SIE.DE
2023-01-17,133.84429931640625,145.0,145.25999450683594,141.75999450683594,141.8800048828125,1381539,Siemens AG,SIE.DE
2023-01-18,133.807373046875,144.9600067138672,146.36000061035156,144.32000732421875,144.8000030517578,1082084,Siemens AG,SIE.DE
2023-01-19,129.78282165527344,140.60000610351562,144.0800018310547,140.44000244140625,144.0,1714825,Siemens AG,SIE.DE
2023-01-20,130.96434020996094,141.8800048828125,142.8800048828125,140.47999572753906,140.67999267578125,1284462,Siemens AG,SIE.DE
2023-01-23,132.84739685058594,143.9199981689453,143.9600067138672,141.8800048828125,142.4199981689453,839297,Siemens AG,SIE.DE
2023-01-24,132.27508544921875,143.3000030517578,144.9600067138672,142.27999877929688,144.1999969482422,829307,Siemens AG,SIE.DE
2023-01-25,131.83201599121094,142.82000732421875,143.66000366210938,142.0399932861328,143.0,661439,Siemens AG,SIE.DE
2023-01-26,132.97662353515625,144.05999755859375,144.86000061035156,142.74000549316406,144.27999877929688,913761,Siemens AG,SIE.DE
2023-01-27,132.97662353515625,144.05999755859375,144.05999755859375,144.05999755859375,144.05999755859375,0,Siemens AG,SIE.DE
2023-01-30,132.2381591796875,143.25999450683594,144.63999938964844,142.66000366210938,143.86000061035156,893622,Siemens AG,SIE.DE
2023-01-31,131.90585327148438,142.89999389648438,143.86000061035156,142.52000427246094,143.6999969482422,1150999,Siemens AG,SIE.DE
2023-02-01,131.99818420410156,143.0,144.32000732421875,142.5399932861328,142.8800048828125,1073862,Siemens AG,SIE.DE
2023-02-02,132.66278076171875,143.72000122070312,144.3800048828125,141.10000610351562,143.9600067138672,1712687,Siemens AG,SIE.DE
2023-02-03,133.86276245117188,145.02000427246094,145.02000427246094,142.6999969482422,142.77999877929688,1303133,Siemens AG,SIE.DE
2023-02-06,131.9612579345703,142.9600067138672,144.67999267578125,142.52000427246094,144.13999938964844,1032436,Siemens AG,SIE.DE
2023-02-07,130.02281188964844,140.86000061035156,143.32000732421875,140.72000122070312,143.3000030517578,1489430,Siemens AG,SIE.DE
2023-02-08,129.28436279296875,140.05999755859375,142.36000061035156,139.63999938964844,142.0,1177517,Siemens AG,SIE.DE
2023-02-09,137.9242401123047,149.4199981689453,152.1999969482422,145.82000732421875,147.24000549316406,4102016,Siemens AG,SIE.DE
2023-02-10,138.46580505371094,145.74000549316406,148.24000549316406,144.8800048828125,145.72000122070312,2134958,Siemens AG,SIE.DE
2023-02-13,138.86483764648438,146.16000366210938,146.52000427246094,144.47999572753906,146.0,780987,Siemens AG,SIE.DE
2023-02-14,137.78173828125,145.02000427246094,146.74000549316406,144.67999267578125,146.52000427246094,1132545,Siemens AG,SIE.DE
2023-02-15,141.08802795410156,148.5,148.89999389648438,144.5800018310547,144.77999877929688,1515198,Siemens AG,SIE.DE
2023-02-16,140.02394104003906,147.3800048828125,149.89999389648438,146.32000732421875,148.97999572753906,1007953,Siemens AG,SIE.DE
2023-02-17,138.18077087402344,145.44000244140625,146.32000732421875,144.1199951171875,146.1999969482422,1456118,Siemens AG,SIE.DE
2023-02-20,137.439697265625,144.66000366210938,145.75999450683594,144.3800048828125,145.44000244140625,594858,Siemens AG,SIE.DE
2023-02-21,136.5656280517578,143.74000549316406,144.83999633789062,142.33999633789062,144.10000610351562,921292,Siemens AG,SIE.DE
2023-02-22,137.13568115234375,144.33999633789062,144.83999633789062,142.13999938964844,142.9199981689453,957683,Siemens AG,SIE.DE
2023-02-23,138.6938018798828,145.97999572753906,147.0800018310547,144.5800018310547,144.5800018310547,933421,Siemens AG,SIE.DE
2023-02-24,134.3994140625,141.4600067138672,147.05999755859375,141.4600067138672,146.4600067138672,3946863,Siemens AG,SIE.DE
2023-02-27,136.62261962890625,143.8000030517578,145.10000610351562,142.94000244140625,142.94000244140625,954536,Siemens AG,SIE.DE
2023-02-28,137.47769165039062,144.6999969482422,145.33999633789062,142.5399932861328,143.33999633789062,1546800,Siemens AG,SIE.DE
2023-03-01,138.08575439453125,145.33999633789062,148.3000030517578,144.97999572753906,145.1999969482422,1160724,Siemens AG,SIE.DE
2023-03-02,137.24969482421875,144.4600067138672,144.8800048828125,142.82000732421875,144.16000366210938,987149,Siemens AG,SIE.DE
2023-03-03,139.73892211914062,147.0800018310547,147.27999877929688,144.6199951171875,145.27999877929688,1076253,Siemens AG,SIE.DE
2023-03-06,140.15695190429688,147.52000427246094,147.86000061035156,147.10000610351562,147.22000122070312,751355,Siemens AG,SIE.DE
2023-03-07,140.6320037841797,148.02000427246094,148.8000030517578,147.5,148.0,1058064,Siemens AG,SIE.DE
2023-03-08,142.3421630859375,149.82000732421875,150.05999755859375,147.72000122070312,147.74000549316406,1720525,Siemens AG,SIE.DE
2023-03-09,143.6152801513672,151.16000366210938,151.4199981689453,149.32000732421875,149.5,1365518,Siemens AG,SIE.DE
2023-03-10,140.13795471191406,147.5,149.63999938964844,146.60000610351562,148.52000427246094,1487332,Siemens AG,SIE.DE
2023-03-13,133.9243927001953,140.9600067138672,147.83999633789062,140.36000061035156,147.82000732421875,2206899,Siemens AG,SIE.DE
2023-03-14,138.31378173828125,145.5800018310547,146.0399932861328,141.1999969482422,141.86000061035156,1593475,Siemens AG,SIE.DE
2023-03-15,131.20712280273438,138.10000610351562,145.5800018310547,137.6999969482422,144.83999633789062,2516705,Siemens AG,SIE.DE
2023-03-16,133.9243927001953,140.9600067138672,141.4600067138672,137.02000427246094,140.8800048828125,2031435,Siemens AG,SIE.DE
2023-03-17,130.50405883789062,137.36000061035156,142.24000549316406,136.3000030517578,141.44000244140625,4578830,Siemens AG,SIE.DE
2023-03-20,131.8911895751953,138.82000732421875,139.89999389648438,134.66000366210938,137.77999877929688,1450323,Siemens AG,SIE.DE
2023-03-21,135.65353393554688,142.77999877929688,143.8800048828125,139.44000244140625,139.89999389648438,1423746,Siemens AG,SIE.DE
2023-03-22,137.7057342529297,144.94000244140625,146.1199951171875,142.4600067138672,142.89999389648438,1232664,Siemens AG,SIE.DE
2023-03-23,137.93374633789062,145.17999267578125,145.55999755859375,142.52000427246094,144.39999389648438,1171187,Siemens AG,SIE.DE
2023-03-24,133.56333923339844,140.5800018310547,144.75999450683594,138.97999572753906,144.74000549316406,1650259,Siemens AG,SIE.DE
2023-03-27,134.58944702148438,141.66000366210938,142.97999572753906,140.75999450683594,142.5,1031831,Siemens AG,SIE.DE
2023-03-28,136.35659790039062,143.52000427246094,143.9199981689453,142.66000366210938,142.77999877929688,804037,Siemens AG,SIE.DE
2023-03-29,138.9978485107422,146.3000030517578,146.44000244140625,144.1999969482422,144.1999969482422,1221549,Siemens AG,SIE.DE
2023-03-30,141.10704040527344,148.52000427246094,149.17999267578125,146.82000732421875,147.0,1124328,Siemens AG,SIE.DE
2023-03-31,141.8101043701172,149.25999450683594,149.75999450683594,148.33999633789062,148.94000244140625,1537226,Siemens AG,SIE.DE
2023-04-03,140.86001586914062,148.25999450683594,149.17999267578125,147.52000427246094,148.75999450683594,874281,Siemens AG,SIE.DE
2023-04-04,140.19496154785156,147.55999755859375,149.89999389648438,147.3000030517578,148.63999938964844,919746,Siemens AG,SIE.DE
2023-04-05,136.75563049316406,143.94000244140625,149.10000610351562,143.17999267578125,148.8000030517578,1714312,Siemens AG,SIE.DE
2023-04-06,134.07638549804688,141.1199951171875,144.02000427246094,139.97999572753906,143.8000030517578,1654215,Siemens AG,SIE.DE
2023-04-11,136.18557739257812,143.33999633789062,144.1199951171875,142.75999450683594,143.1999969482422,1285336,Siemens AG,SIE.DE
2023-04-12,137.5917205810547,144.82000732421875,145.89999389648438,143.0,143.02000427246094,913835,Siemens AG,SIE.DE
2023-04-13,137.0786590576172,144.27999877929688,145.74000549316406,143.27999877929688,145.0,1011747,Siemens AG,SIE.DE
2023-04-14,138.86483764648438,146.16000366210938,146.27999877929688,144.4199981689453,144.74000549316406,1048371,Siemens AG,SIE.DE
2023-04-17,139.71990966796875,147.05999755859375,147.8000030517578,146.02000427246094,146.17999267578125,742557,Siemens AG,SIE.DE
2023-04-18,139.85292053222656,147.1999969482422,148.16000366210938,146.44000244140625,147.1999969482422,857946,Siemens AG,SIE.DE
2023-04-19,139.2638702392578,146.5800018310547,146.9199981689453,145.86000061035156,146.82000732421875,605944,Siemens AG,SIE.DE
2023-04-20,138.7128143310547,146.0,147.3000030517578,144.74000549316406,146.77999877929688,1021735,Siemens AG,SIE.DE
2023-04-21,138.37078857421875,145.63999938964844,146.36000061035156,143.32000732421875,145.39999389648438,1464688,Siemens AG,SIE.DE
2023-04-24,138.38980102539062,145.66000366210938,146.27999877929688,145.0,145.05999755859375,699541,Siemens AG,SIE.DE
2023-04-25,140.02394104003906,147.3800048828125,147.6999969482422,144.86000061035156,145.89999389648438,1039957,Siemens AG,SIE.DE
2023-04-26,138.40878295898438,145.67999267578125,146.36000061035156,143.17999267578125,146.02000427246094,1247063,Siemens AG,SIE.DE
2023-04-27,140.00494384765625,147.36000061035156,148.4600067138672,144.10000610351562,146.05999755859375,1172609,Siemens AG,SIE.DE
2023-04-28,141.46807861328125,148.89999389648438,148.9600067138672,145.0,147.83999633789062,1499857,Siemens AG,SIE.DE
2023-05-02,139.96693420410156,147.32000732421875,150.94000244140625,147.10000610351562,148.9199981689453,1235099,Siemens AG,SIE.DE
2023-05-03,142.0191192626953,149.47999572753906,150.44000244140625,147.55999755859375,148.1199951171875,1051465,Siemens AG,SIE.DE
2023-05-04,141.08802795410156,148.5,149.86000061035156,147.6999969482422,148.77999877929688,943242,Siemens AG,SIE.DE
2023-05-05,142.96920776367188,150.47999572753906,150.47999572753906,147.82000732421875,148.83999633789062,1044591,Siemens AG,SIE.DE
2023-05-08,142.3421630859375,149.82000732421875,151.17999267578125,149.72000122070312,150.6999969482422,626640,Siemens AG,SIE.DE
2023-05-09,143.12123107910156,150.63999938964844,150.75999450683594,149.0,149.5,906860,Siemens AG,SIE.DE
2023-05-10,141.71510314941406,149.16000366210938,151.10000610351562,147.52000427246094,150.60000610351562,1148237,Siemens AG,SIE.DE
2023-05-11,141.43006896972656,148.86000061035156,150.9199981689453,147.10000610351562,149.32000732421875,817712,Siemens AG,SIE.DE
2023-05-12,142.60818481445312,150.10000610351562,150.22000122070312,148.8000030517578,149.67999267578125,858985,Siemens AG,SIE.DE
2023-05-15,143.1022186279297,150.6199951171875,151.63999938964844,149.82000732421875,149.8800048828125,888362,Siemens AG,SIE.DE
2023-05-16,142.13314819335938,149.60000610351562,151.1199951171875,149.17999267578125,149.77999877929688,1227503,Siemens AG,SIE.DE
2023-05-17,145.76246643066406,153.4199981689453,154.13999938964844,150.8000030517578,153.0,2032231,Siemens AG,SIE.DE
2023-05-18,149.86685180664062,157.74000549316406,157.9600067138672,153.52000427246094,153.8800048828125,1197827,Siemens AG,SIE.DE
2023-05-19,151.80502319335938,159.77999877929688,161.02000427246094,157.3000030517578,158.0,2239570,Siemens AG,SIE.DE
2023-05-22,150.03785705566406,157.9199981689453,158.97999572753906,157.55999755859375,158.9600067138672,993807,Siemens AG,SIE.DE
2023-05-23,147.68165588378906,155.44000244140625,157.4600067138672,153.83999633789062,156.97999572753906,1300373,Siemens AG,SIE.DE
2023-05-24,144.66036987304688,152.25999450683594,154.0,150.82000732421875,153.5,1457352,Siemens AG,SIE.DE
2023-05-25,145.9714813232422,153.63999938964844,155.16000366210938,150.89999389648438,153.0,920997,Siemens AG,SIE.DE
